Time,Date,Time,TempA,TempB,CH1,Ch2,Ch3,CH4,CH5,Ch6,Ch7,Ch8
17482,1/7/2024,12:44:31,22.085,22.084,8.227,9.157,8.584,8.774,7.908,7.388,7.827,7.321
17483,1/7/2024,12:44:35,22.085,22.084,8.217,9.152,8.584,8.784,7.904,7.383,7.823,7.312
17484,1/7/2024,12:44:39,22.084,22.093,8.228,9.157,8.59,8.778,7.906,7.385,7.829,7.312
17485,1/7/2024,12:44:43,22.085,22.093,8.226,9.151,8.591,8.782,7.896,7.382,7.829,7.316
17486,1/7/2024,12:44:47,22.085,22.093,8.223,9.166,8.595,8.78,7.909,7.384,7.837,7.317
17487,1/7/2024,12:44:51,22.084,22.092,8.226,9.161,8.592,8.781,7.908,7.377,7.834,7.314
17488,1/7/2024,12:44:55,22.084,22.091,8.24,9.163,8.597,8.783,7.898,7.379,7.834,7.311
17489,1/7/2024,12:44:59,22.086,22.093,8.231,9.163,8.589,8.781,7.905,7.383,7.843,7.314
17490,1/7/2024,12:45:03,22.088,22.093,8.23,9.162,8.593,8.78,7.906,7.38,7.844,7.307
17491,1/7/2024,12:45:07,22.083,22.091,8.23,9.167,8.593,8.78,7.898,7.386,7.839,7.303
17492,1/7/2024,12:45:11,22.086,22.089,8.226,9.164,8.596,8.777,7.903,7.381,7.841,7.307
17493,1/7/2024,12:45:15,22.085,22.088,8.221,9.164,8.595,8.787,7.909,7.38,7.839,7.297
17494,1/7/2024,12:45:19,22.087,22.09,8.224,9.169,8.589,8.781,7.903,7.38,7.837,7.301
17495,1/7/2024,12:45:23,22.088,22.092,8.236,9.155,8.587,8.774,7.906,7.39,7.841,7.29
17496,1/7/2024,12:45:27,22.082,22.089,8.229,9.174,8.594,8.775,7.913,7.394,7.846,7.296
17497,1/7/2024,12:45:31,22.086,22.093,8.23,9.172,8.589,8.783,7.903,7.386,7.841,7.293
17498,1/7/2024,12:45:35,22.086,22.094,8.22,9.17,8.596,8.776,7.916,7.386,7.844,7.292
17499,1/7/2024,12:45:39,22.088,22.095,8.231,9.162,8.589,8.778,7.899,7.384,7.838,7.286
17500,1/7/2024,12:45:43,22.087,22.092,8.223,9.162,8.592,8.779,7.914,7.382,7.851,7.294
17501,1/7/2024,12:45:47,22.083,22.09,8.229,9.159,8.591,8.782,7.904,7.385,7.844,7.289
17502,1/7/2024,12:45:51,22.082,22.095,8.225,9.165,8.592,8.781,7.914,7.383,7.849,7.286
17503,1/7/2024,12:45:55,22.088,22.094,8.228,9.167,8.586,8.78,7.912,7.382,7.852,7.289
17504,1/7/2024,12:45:59,22.082,22.094,8.239,9.178,8.593,8.784,7.907,7.384,7.844,7.284
17505,1/7/2024,12:46:03,22.084,22.092,8.233,9.171,8.588,8.78,7.9,7.387,7.851,7.283
17506,1/7/2024,12:46:07,22.084,22.097,8.232,9.168,8.593,8.785,7.9,7.385,7.85,7.278
17507,1/7/2024,12:46:11,22.085,22.093,8.231,9.164,8.593,8.78,7.908,7.39,7.847,7.285
17508,1/7/2024,12:46:15,22.087,22.091,8.222,9.172,8.588,8.78,7.904,7.388,7.85,7.273
17509,1/7/2024,12:46:19,22.088,22.095,8.223,9.165,8.587,8.78,7.909,7.395,7.85,7.271
17510,1/7/2024,12:46:23,22.086,22.093,8.224,9.169,8.585,8.779,7.907,7.393,7.853,7.273
17511,1/7/2024,12:46:27,22.089,22.09,8.22,9.172,8.595,8.778,7.906,7.393,7.854,7.27
17512,1/7/2024,12:46:31,22.086,22.093,8.228,9.18,8.595,8.778,7.907,7.394,7.853,7.264
17513,1/7/2024,12:46:35,22.084,22.094,8.231,9.172,8.589,8.777,7.907,7.397,7.857,7.25
17514,1/7/2024,12:46:39,22.084,22.096,8.226,9.166,8.6,8.783,7.91,7.394,7.852,7.257
17515,1/7/2024,12:46:43,22.084,22.099,8.233,9.176,8.588,8.773,7.907,7.394,7.859,7.248
17516,1/7/2024,12:46:47,22.082,22.096,8.22,9.171,8.594,8.779,7.905,7.398,7.855,7.252
17517,1/7/2024,12:46:51,22.086,22.093,8.229,9.174,8.602,8.779,7.928,7.389,7.858,7.24
17518,1/7/2024,12:46:55,22.085,22.091,8.218,9.165,8.594,8.778,7.912,7.401,7.857,7.246
17519,1/7/2024,12:46:59,22.086,22.091,8.23,9.185,8.597,8.78,7.904,7.399,7.856,7.24
17520,1/7/2024,12:47:03,22.085,22.094,8.226,9.174,8.591,8.778,7.915,7.398,7.863,7.241
17521,1/7/2024,12:47:07,22.086,22.09,8.238,9.181,8.597,8.78,7.918,7.403,7.874,7.236
17522,1/7/2024,12:47:11,22.082,22.092,8.232,9.185,8.604,8.783,7.907,7.401,7.876,7.244
17523,1/7/2024,12:47:15,22.085,22.088,8.227,9.181,8.6,8.778,7.91,7.401,7.876,7.245
17524,1/7/2024,12:47:19,22.085,22.092,8.23,9.188,8.6,8.782,7.907,7.404,7.872,7.247
17525,1/7/2024,12:47:23,22.085,22.089,8.234,9.186,8.602,8.778,7.915,7.403,7.873,7.246
17526,1/7/2024,12:47:27,22.086,22.092,8.235,9.183,8.6,8.782,7.923,7.401,7.878,7.243
17527,1/7/2024,12:47:31,22.087,22.097,8.234,9.185,8.601,8.779,7.919,7.403,7.873,7.24
17528,1/7/2024,12:47:35,22.088,22.099,8.227,9.182,8.605,8.776,7.898,7.398,7.861,7.244
17529,1/7/2024,12:47:39,22.085,22.094,8.235,9.186,8.604,8.786,7.906,7.399,7.874,7.242
17530,1/7/2024,12:47:43,22.084,22.097,8.24,9.193,8.599,8.779,7.916,7.401,7.874,7.245
17531,1/7/2024,12:47:47,22.084,22.093,8.236,9.184,8.597,8.783,7.907,7.396,7.869,7.247
17532,1/7/2024,12:47:51,22.084,22.098,8.229,9.187,8.605,8.781,7.914,7.403,7.863,7.247
17533,1/7/2024,12:47:55,22.087,22.097,8.237,9.186,8.607,8.784,7.916,7.399,7.875,7.251
17534,1/7/2024,12:47:59,22.081,22.098,8.232,9.185,8.604,8.781,7.927,7.402,7.872,7.249
17535,1/7/2024,12:48:03,22.087,22.096,8.223,9.191,8.597,8.782,7.908,7.395,7.874,7.254
17536,1/7/2024,12:48:07,22.086,22.095,8.222,9.188,8.598,8.779,7.913,7.396,7.874,7.251
17537,1/7/2024,12:48:11,22.087,22.094,8.237,9.185,8.6,8.781,7.918,7.405,7.884,7.253
17538,1/7/2024,12:48:15,22.085,22.097,8.232,9.19,8.6,8.787,7.904,7.397,7.884,7.254
17539,1/7/2024,12:48:19,22.086,22.094,8.23,9.194,8.603,8.781,7.919,7.408,7.874,7.248
17540,1/7/2024,12:48:23,22.087,22.093,8.237,9.191,8.603,8.787,7.909,7.408,7.879,7.255
17541,1/7/2024,12:48:27,22.086,22.093,8.234,9.189,8.602,8.787,7.922,7.408,7.881,7.252
17542,1/7/2024,12:48:31,22.085,22.094,8.236,9.191,8.599,8.781,7.914,7.406,7.878,7.256
17543,1/7/2024,12:48:35,22.085,22.092,8.238,9.193,8.601,8.779,7.906,7.403,7.879,7.253
17544,1/7/2024,12:48:39,22.086,22.091,8.228,9.19,8.6,8.786,7.904,7.404,7.876,7.259
17545,1/7/2024,12:48:43,22.085,22.088,8.232,9.192,8.598,8.781,7.916,7.402,7.875,7.264
17546,1/7/2024,12:48:47,22.083,22.091,8.231,9.189,8.589,8.781,7.919,7.41,7.878,7.254
17547,1/7/2024,12:48:51,22.087,22.089,8.222,9.193,8.596,8.779,7.908,7.412,7.872,7.262
17548,1/7/2024,12:48:55,22.084,22.088,8.235,9.192,8.597,8.783,7.912,7.408,7.88,7.266
17549,1/7/2024,12:48:59,22.083,22.089,8.222,9.198,8.595,8.783,7.914,7.407,7.88,7.267
17550,1/7/2024,12:49:03,22.084,22.092,8.232,9.192,8.592,8.78,7.918,7.405,7.878,7.266
17551,1/7/2024,12:49:07,22.084,22.094,8.237,9.205,8.591,8.782,7.922,7.411,7.876,7.272
17552,1/7/2024,12:49:11,22.084,22.089,8.227,9.201,8.583,8.778,7.904,7.409,7.874,7.273
17553,1/7/2024,12:49:15,22.085,22.089,8.235,9.196,8.591,8.781,7.914,7.415,7.875,7.27
17554,1/7/2024,12:49:19,22.085,22.09,8.23,9.203,8.586,8.779,7.904,7.413,7.884,7.273
17555,1/7/2024,12:49:23,22.084,22.093,8.229,9.201,8.587,8.786,7.919,7.411,7.885,7.282
17556,1/7/2024,12:49:27,22.083,22.096,8.24,9.201,8.59,8.78,7.916,7.411,7.888,7.276
17557,1/7/2024,12:49:31,22.086,22.096,8.231,9.192,8.586,8.783,7.912,7.411,7.888,7.279
17558,1/7/2024,12:49:35,22.085,22.096,8.231,9.195,8.58,8.786,7.91,7.409,7.879,7.276
17559,1/7/2024,12:49:39,22.084,22.099,8.242,9.198,8.582,8.784,7.908,7.409,7.879,7.276
17560,1/7/2024,12:49:43,22.082,22.101,8.235,9.194,8.585,8.786,7.909,7.405,7.881,7.281
17561,1/7/2024,12:49:47,22.083,22.097,8.23,9.196,8.582,8.779,7.917,7.408,7.875,7.28
17562,1/7/2024,12:49:51,22.084,22.097,8.227,9.193,8.582,8.788,7.925,7.412,7.878,7.289
17563,1/7/2024,12:49:55,22.084,22.098,8.234,9.193,8.586,8.783,7.91,7.416,7.874,7.287
17564,1/7/2024,12:49:59,22.081,22.097,8.237,9.196,8.579,8.786,7.909,7.415,7.875,7.287
17565,1/7/2024,12:50:03,22.08,22.101,8.226,9.192,8.579,8.784,7.917,7.418,7.871,7.291
17566,1/7/2024,12:50:07,22.084,22.1,8.229,9.198,8.58,8.788,7.905,7.423,7.874,7.286
17567,1/7/2024,12:50:11,22.087,22.1,8.237,9.2,8.575,8.784,7.924,7.421,7.868,7.297
17568,1/7/2024,12:50:15,22.084,22.098,8.227,9.201,8.581,8.777,7.908,7.417,7.875,7.298
17569,1/7/2024,12:50:19,22.083,22.096,8.235,9.205,8.575,8.783,7.914,7.421,7.87,7.305
17570,1/7/2024,12:50:23,22.086,22.095,8.229,9.198,8.58,8.792,7.917,7.424,7.87,7.31
17571,1/7/2024,12:50:27,22.085,22.094,8.243,9.195,8.581,8.785,7.906,7.42,7.883,7.319
17572,1/7/2024,12:50:31,22.086,22.096,8.234,9.198,8.58,8.784,7.912,7.425,7.871,7.31
17573,1/7/2024,12:50:35,22.088,22.096,8.229,9.206,8.579,8.784,7.918,7.419,7.875,7.323
17574,1/7/2024,12:50:39,22.084,22.098,8.223,9.205,8.579,8.786,7.909,7.415,7.868,7.311
17575,1/7/2024,12:50:43,22.08,22.095,8.243,9.202,8.586,8.779,7.917,7.418,7.869,7.321
17576,1/7/2024,12:50:47,22.083,22.095,8.224,9.202,8.579,8.788,7.922,7.413,7.856,7.315
17577,1/7/2024,12:50:51,22.085,22.1,8.227,9.201,8.584,8.779,7.912,7.416,7.855,7.318
17578,1/7/2024,12:50:55,22.082,22.098,8.234,9.217,8.588,8.79,7.915,7.418,7.857,7.332
17579,1/7/2024,12:50:59,22.087,22.101,8.241,9.201,8.576,8.782,7.919,7.421,7.85,7.324
17580,1/7/2024,12:51:03,22.085,22.102,8.236,9.209,8.583,8.782,7.912,7.417,7.858,7.324
17581,1/7/2024,12:51:07,22.086,22.104,8.243,9.204,8.584,8.778,7.915,7.421,7.872,7.324
17582,1/7/2024,12:51:11,22.085,22.102,8.244,9.203,8.579,8.784,7.907,7.416,7.885,7.336
17583,1/7/2024,12:51:15,22.085,22.099,8.231,9.212,8.578,8.778,7.921,7.416,7.888,7.33
17584,1/7/2024,12:51:19,22.085,22.099,8.231,9.201,8.582,8.78,7.911,7.418,7.901,7.34
17585,1/7/2024,12:51:23,22.084,22.099,8.23,9.206,8.581,8.783,7.917,7.413,7.909,7.336
17586,1/7/2024,12:51:27,22.082,22.1,8.236,9.213,8.578,8.786,7.918,7.411,7.866,7.334
17587,1/7/2024,12:51:31,22.085,22.099,8.232,9.206,8.583,8.778,7.908,7.403,7.859,7.33
17588,1/7/2024,12:51:35,22.083,22.101,8.231,9.195,8.579,8.784,7.917,7.41,7.861,7.331
17589,1/7/2024,12:51:39,22.086,22.101,8.237,9.21,8.583,8.784,7.929,7.406,7.861,7.341
17590,1/7/2024,12:51:43,22.085,22.105,8.238,9.213,8.576,8.782,7.911,7.406,7.866,7.337
17591,1/7/2024,12:51:47,22.081,22.101,8.232,9.209,8.585,8.787,7.915,7.409,7.862,7.335
17592,1/7/2024,12:51:51,22.086,22.103,8.234,9.207,8.579,8.78,7.918,7.403,7.865,7.346
17593,1/7/2024,12:51:55,22.084,22.099,8.224,9.202,8.577,8.785,7.915,7.402,7.858,7.353
17594,1/7/2024,12:51:59,22.086,22.101,8.224,9.206,8.579,8.786,7.91,7.398,7.855,7.36
17595,1/7/2024,12:52:03,22.084,22.102,8.234,9.206,8.58,8.782,7.912,7.407,7.854,7.36
17596,1/7/2024,12:52:07,22.082,22.101,8.23,9.213,8.577,8.777,7.912,7.408,7.846,7.364
17597,1/7/2024,12:52:11,22.086,22.101,8.23,9.212,8.581,8.78,7.919,7.407,7.848,7.366
17598,1/7/2024,12:52:15,22.081,22.104,8.24,9.215,8.574,8.782,7.906,7.409,7.834,7.372
17599,1/7/2024,12:52:19,22.083,22.105,8.229,9.208,8.58,8.785,7.921,7.404,7.838,7.361
17600,1/7/2024,12:52:23,22.082,22.101,8.234,9.212,8.579,8.785,7.913,7.41,7.835,7.365
17601,1/7/2024,12:52:27,22.085,22.104,8.242,9.208,8.579,8.784,7.921,7.41,7.829,7.375
17602,1/7/2024,12:52:31,22.087,22.102,8.235,9.207,8.575,8.785,7.904,7.407,7.83,7.376
17603,1/7/2024,12:52:35,22.082,22.101,8.227,9.212,8.581,8.783,7.925,7.414,7.821,7.384
17604,1/7/2024,12:52:39,22.085,22.104,8.236,9.215,8.579,8.782,7.918,7.414,7.816,7.39
17605,1/7/2024,12:52:43,22.085,22.104,8.231,9.214,8.571,8.786,7.917,7.413,7.815,7.392
17606,1/7/2024,12:52:47,22.082,22.101,8.232,9.216,8.579,8.781,7.906,7.416,7.807,7.385
17607,1/7/2024,12:52:51,22.083,22.105,8.224,9.219,8.577,8.781,7.912,7.414,7.803,7.38
17608,1/7/2024,12:52:55,22.083,22.101,8.228,9.211,8.578,8.787,7.907,7.414,7.799,7.391
17609,1/7/2024,12:52:59,22.082,22.106,8.231,9.209,8.576,8.79,7.918,7.406,7.79,7.396
17610,1/7/2024,12:53:03,22.085,22.102,8.233,9.211,8.573,8.785,7.919,7.41,7.792,7.392
17611,1/7/2024,12:53:07,22.083,22.101,8.237,9.216,8.574,8.779,7.914,7.412,7.781,7.398
17612,1/7/2024,12:53:11,22.082,22.1,8.239,9.212,8.567,8.789,7.904,7.41,7.778,7.396
17613,1/7/2024,12:53:15,22.082,22.105,8.241,9.206,8.58,8.781,7.922,7.411,7.771,7.404
17614,1/7/2024,12:53:19,22.085,22.104,8.227,9.203,8.572,8.78,7.914,7.415,7.764,7.398
17615,1/7/2024,12:53:23,22.085,22.105,8.235,9.215,8.576,8.782,7.915,7.41,7.764,7.406
17616,1/7/2024,12:53:27,22.085,22.104,8.226,9.214,8.567,8.78,7.918,7.417,7.762,7.409
17617,1/7/2024,12:53:31,22.084,22.106,8.224,9.216,8.573,8.785,7.918,7.416,7.748,7.408
17618,1/7/2024,12:53:35,22.086,22.105,8.228,9.208,8.571,8.777,7.912,7.421,7.752,7.419
17619,1/7/2024,12:53:39,22.081,22.105,8.236,9.206,8.57,8.785,7.912,7.419,7.745,7.416
17620,1/7/2024,12:53:43,22.085,22.102,8.23,9.21,8.574,8.788,7.912,7.413,7.741,7.423
17621,1/7/2024,12:53:47,22.086,22.104,8.238,9.219,8.568,8.781,7.915,7.421,7.737,7.414
17622,1/7/2024,12:53:51,22.086,22.104,8.242,9.199,8.568,8.774,7.908,7.413,7.732,7.411
17623,1/7/2024,12:53:55,22.081,22.104,8.229,9.216,8.573,8.787,7.919,7.418,7.727,7.423
17624,1/7/2024,12:53:59,22.084,22.104,8.236,9.212,8.57,8.784,7.909,7.411,7.724,7.42
17625,1/7/2024,12:54:03,22.084,22.11,8.227,9.218,8.572,8.784,7.919,7.413,7.719,7.422
17626,1/7/2024,12:54:07,22.084,22.109,8.228,9.212,8.571,8.782,7.922,7.409,7.721,7.421
17627,1/7/2024,12:54:11,22.082,22.105,8.229,9.219,8.57,8.784,7.911,7.412,7.718,7.426
17628,1/7/2024,12:54:15,22.085,22.108,8.23,9.21,8.569,8.777,7.919,7.413,7.712,7.422
17629,1/7/2024,12:54:19,22.084,22.109,8.229,9.213,8.566,8.784,7.917,7.398,7.707,7.423
17630,1/7/2024,12:54:23,22.089,22.109,8.23,9.214,8.566,8.778,7.912,7.406,7.715,7.425
17631,1/7/2024,12:54:27,22.085,22.105,8.225,9.21,8.569,8.783,7.904,7.403,7.71,7.421
17632,1/7/2024,12:54:31,22.083,22.107,8.235,9.205,8.569,8.783,7.916,7.412,7.707,7.426
17633,1/7/2024,12:54:35,22.085,22.107,8.239,9.208,8.566,8.78,7.917,7.406,7.713,7.429
17634,1/7/2024,12:54:39,22.089,22.106,8.221,9.203,8.564,8.782,7.906,7.404,7.705,7.436
17635,1/7/2024,12:54:43,22.084,22.11,8.219,9.21,8.565,8.784,7.917,7.414,7.707,7.433
17636,1/7/2024,12:54:47,22.083,22.109,8.233,9.221,8.57,8.78,7.922,7.408,7.704,7.435
17637,1/7/2024,12:54:51,22.081,22.106,8.237,9.211,8.566,8.783,7.92,7.414,7.699,7.44
17638,1/7/2024,12:54:55,22.085,22.107,8.216,9.213,8.568,8.785,7.913,7.419,7.696,7.438
17639,1/7/2024,12:54:59,22.086,22.105,8.227,9.21,8.566,8.782,7.926,7.411,7.703,7.444
17640,1/7/2024,12:55:03,22.084,22.106,8.226,9.217,8.555,8.785,7.914,7.415,7.702,7.436
17641,1/7/2024,12:55:07,22.085,22.103,8.236,9.215,8.566,8.786,7.924,7.411,7.703,7.443
17642,1/7/2024,12:55:11,22.082,22.107,8.229,9.219,8.567,8.782,7.924,7.407,7.698,7.436
17643,1/7/2024,12:55:15,22.086,22.108,8.241,9.21,8.563,8.783,7.914,7.41,7.7,7.448
17644,1/7/2024,12:55:19,22.085,22.105,8.236,9.214,8.558,8.783,7.905,7.411,7.707,7.446
17645,1/7/2024,12:55:23,22.082,22.108,8.223,9.219,8.565,8.782,7.918,7.412,7.701,7.448
17646,1/7/2024,12:55:27,22.084,22.109,8.222,9.213,8.567,8.784,7.914,7.409,7.705,7.452
17647,1/7/2024,12:55:31,22.081,22.109,8.237,9.22,8.564,8.782,7.914,7.422,7.699,7.457
17648,1/7/2024,12:55:35,22.081,22.111,8.229,9.213,8.568,8.785,7.91,7.416,7.704,7.461
17649,1/7/2024,12:55:39,22.084,22.108,8.232,9.215,8.571,8.782,7.902,7.411,7.705,7.457
17650,1/7/2024,12:55:43,22.083,22.107,8.233,9.222,8.563,8.782,7.913,7.413,7.706,7.453
17651,1/7/2024,12:55:47,22.087,22.108,8.232,9.22,8.568,8.783,7.912,7.416,7.707,7.454
17652,1/7/2024,12:55:51,22.084,22.107,8.243,9.216,8.569,8.785,7.915,7.416,7.707,7.464
17653,1/7/2024,12:55:55,22.087,22.11,8.249,9.21,8.563,8.789,7.908,7.416,7.703,7.461
17654,1/7/2024,12:55:59,22.083,22.109,8.234,9.22,8.56,8.788,7.906,7.414,7.702,7.455
17655,1/7/2024,12:56:03,22.084,22.111,8.242,9.223,8.567,8.79,7.905,7.42,7.713,7.46
17656,1/7/2024,12:56:07,22.085,22.113,8.236,9.217,8.567,8.79,7.92,7.417,7.711,7.46
17657,1/7/2024,12:56:11,22.082,22.111,8.226,9.216,8.568,8.789,7.914,7.417,7.718,7.46
17658,1/7/2024,12:56:15,22.081,22.112,8.24,9.211,8.568,8.795,7.905,7.418,7.719,7.46
17659,1/7/2024,12:56:19,22.085,22.112,8.236,9.214,8.566,8.794,7.896,7.418,7.712,7.456
17660,1/7/2024,12:56:23,22.081,22.111,8.224,9.218,8.562,8.792,7.903,7.413,7.717,7.462
17661,1/7/2024,12:56:27,22.081,22.106,8.237,9.222,8.552,8.789,7.911,7.413,7.712,7.45
17662,1/7/2024,12:56:31,22.083,22.11,8.227,9.216,8.552,8.794,7.909,7.41,7.712,7.451
17663,1/7/2024,12:56:35,22.081,22.109,8.222,9.215,8.545,8.792,7.906,7.412,7.708,7.444
17664,1/7/2024,12:56:39,22.08,22.107,8.227,9.218,8.544,8.789,7.89,7.405,7.704,7.447
17665,1/7/2024,12:56:43,22.082,22.104,8.234,9.218,8.539,8.785,7.899,7.409,7.704,7.45
17666,1/7/2024,12:56:47,22.078,22.111,8.225,9.206,8.536,8.792,7.893,7.408,7.702,7.442
17667,1/7/2024,12:56:51,22.08,22.104,8.227,9.205,8.531,8.78,7.9,7.403,7.696,7.44
17668,1/7/2024,12:56:55,22.078,22.11,8.229,9.191,8.528,8.789,7.894,7.401,7.691,7.446
17669,1/7/2024,12:56:59,22.08,22.111,8.213,9.197,8.526,8.782,7.886,7.403,7.682,7.433
17670,1/7/2024,12:57:03,22.081,22.109,8.214,9.188,8.515,8.784,7.888,7.401,7.682,7.44
17671,1/7/2024,12:57:07,22.078,22.104,8.216,9.184,8.507,8.775,7.889,7.399,7.682,7.437
17672,1/7/2024,12:57:11,22.083,22.104,8.212,9.177,8.499,8.774,7.886,7.398,7.682,7.435
17673,1/7/2024,12:57:15,22.082,22.104,8.215,9.175,8.495,8.776,7.878,7.396,7.675,7.433
17674,1/7/2024,12:57:19,22.079,22.104,8.214,9.163,8.489,8.767,7.88,7.402,7.668,7.43
17675,1/7/2024,12:57:23,22.079,22.101,8.215,9.155,8.478,8.765,7.878,7.389,7.662,7.422
17676,1/7/2024,12:57:27,22.081,22.104,8.205,9.154,8.469,8.765,7.877,7.387,7.66,7.409
17677,1/7/2024,12:57:31,22.078,22.103,8.208,9.148,8.462,8.764,7.868,7.388,7.658,7.41
17678,1/7/2024,12:57:35,22.077,22.102,8.211,9.148,8.454,8.759,7.862,7.395,7.652,7.397
17679,1/7/2024,12:57:39,22.079,22.099,8.205,9.14,8.444,8.756,7.858,7.386,7.64,7.397
17680,1/7/2024,12:57:43,22.077,22.104,8.196,9.146,8.439,8.754,7.863,7.386,7.638,7.39
17681,1/7/2024,12:57:47,22.076,22.1,8.194,9.128,8.431,8.749,7.846,7.382,7.636,7.389
17682,1/7/2024,12:57:51,22.076,22.101,8.185,9.137,8.431,8.745,7.855,7.378,7.628,7.383
17683,1/7/2024,12:57:55,22.08,22.103,8.186,9.131,8.419,8.744,7.841,7.375,7.614,7.388
17684,1/7/2024,12:57:59,22.075,22.104,8.169,9.126,8.413,8.742,7.841,7.364,7.619,7.378
17685,1/7/2024,12:58:03,22.073,22.101,8.189,9.122,8.406,8.734,7.841,7.366,7.61,7.384
17686,1/7/2024,12:58:07,22.076,22.104,8.168,9.112,8.394,8.734,7.831,7.373,7.599,7.372
17687,1/7/2024,12:58:11,22.075,22.106,8.176,9.102,8.395,8.725,7.824,7.363,7.585,7.37
17688,1/7/2024,12:58:15,22.074,22.11,8.175,9.09,8.384,8.724,7.81,7.36,7.578,7.37
17689,1/7/2024,12:58:19,22.079,22.106,8.159,9.088,8.385,8.716,7.82,7.351,7.575,7.366
17690,1/7/2024,12:58:23,22.076,22.108,8.176,9.088,8.377,8.713,7.811,7.349,7.574,7.362
17691,1/7/2024,12:58:27,22.077,22.107,8.165,9.076,8.356,8.71,7.802,7.343,7.573,7.362
17692,1/7/2024,12:58:31,22.074,22.104,8.16,9.08,8.355,8.708,7.805,7.335,7.568,7.352
17693,1/7/2024,12:58:35,22.072,22.105,8.156,9.077,8.341,8.705,7.797,7.333,7.565,7.359
17694,1/7/2024,12:58:39,22.076,22.105,8.153,9.071,8.335,8.693,7.796,7.328,7.56,7.353
17695,1/7/2024,12:58:43,22.073,22.106,8.145,9.065,8.324,8.693,7.794,7.323,7.563,7.35
17696,1/7/2024,12:58:47,22.073,22.105,8.137,9.07,8.314,8.693,7.782,7.32,7.547,7.347
17697,1/7/2024,12:58:51,22.077,22.105,8.144,9.057,8.313,8.688,7.779,7.31,7.53,7.35
17698,1/7/2024,12:58:55,22.071,22.106,8.135,9.061,8.3,8.679,7.786,7.307,7.521,7.342
17699,1/7/2024,12:58:59,22.074,22.105,8.136,9.055,8.292,8.679,7.763,7.305,7.507,7.339
17700,1/7/2024,12:59:03,22.071,22.107,8.133,9.04,8.283,8.675,7.76,7.306,7.502,7.34
17701,1/7/2024,12:59:07,22.071,22.103,8.13,9.04,8.273,8.668,7.75,7.3,7.488,7.341
17702,1/7/2024,12:59:11,22.072,22.106,8.137,9.036,8.259,8.663,7.751,7.303,7.476,7.347
17703,1/7/2024,12:59:15,22.071,22.107,8.127,9.027,8.25,8.657,7.756,7.305,7.467,7.329
17704,1/7/2024,12:59:19,22.071,22.104,8.122,9.01,8.236,8.655,7.754,7.298,7.461,7.329
17705,1/7/2024,12:59:23,22.072,22.108,8.124,8.996,8.225,8.653,7.727,7.293,7.451,7.326
17706,1/7/2024,12:59:27,22.073,22.107,8.105,8.989,8.217,8.643,7.738,7.291,7.451,7.324
17707,1/7/2024,12:59:31,22.073,22.107,8.103,8.98,8.209,8.641,7.721,7.283,7.432,7.317
17708,1/7/2024,12:59:35,22.074,22.107,8.11,8.982,8.204,8.64,7.724,7.288,7.423,7.329
17709,1/7/2024,12:59:39,22.069,22.106,8.099,8.967,8.196,8.637,7.726,7.289,7.41,7.309
17710,1/7/2024,12:59:43,22.07,22.106,8.111,8.968,8.177,8.632,7.716,7.276,7.392,7.315
17711,1/7/2024,12:59:47,22.072,22.107,8.092,8.963,8.163,8.633,7.709,7.28,7.391,7.31
17712,1/7/2024,12:59:51,22.067,22.107,8.091,8.961,8.158,8.625,7.715,7.266,7.379,7.301
17713,1/7/2024,12:59:55,22.071,22.106,8.083,8.956,8.145,8.612,7.699,7.252,7.371,7.303
17714,1/7/2024,12:59:59,22.067,22.103,8.086,8.952,8.137,8.618,7.692,7.225,7.368,7.3
17715,1/7/2024,13:00:03,22.071,22.104,8.084,8.963,8.127,8.61,7.678,7.2,7.355,7.268
17716,1/7/2024,13:00:07,22.071,22.104,8.085,8.96,8.12,8.606,7.691,7.193,7.351,7.254
17717,1/7/2024,13:00:11,22.068,22.104,8.084,8.943,8.116,8.599,7.684,7.192,7.339,7.255
17718,1/7/2024,13:00:15,22.069,22.1,8.07,8.94,8.106,8.595,7.678,7.147,7.328,7.245
17719,1/7/2024,13:00:19,22.072,22.099,8.071,8.931,8.091,8.59,7.671,7.121,7.32,7.23
17720,1/7/2024,13:00:23,22.071,22.101,8.056,8.932,8.077,8.581,7.662,7.105,7.321,7.23
17721,1/7/2024,13:00:27,22.068,22.104,8.056,8.928,8.067,8.583,7.663,7.091,7.31,7.22
17722,1/7/2024,13:00:31,22.068,22.106,8.056,8.927,8.055,8.576,7.657,7.092,7.3,7.223
17723,1/7/2024,13:00:35,22.068,22.103,8.057,8.926,8.033,8.572,7.648,7.092,7.295,7.218
17724,1/7/2024,13:00:39,22.065,22.104,8.064,8.93,8.038,8.567,7.646,7.082,7.285,7.217
17725,1/7/2024,13:00:43,22.072,22.104,8.049,8.905,8.024,8.559,7.641,7.075,7.263,7.202
17726,1/7/2024,13:00:47,22.066,22.1,8.054,8.903,8.012,8.562,7.639,7.071,7.246,7.198
17727,1/7/2024,13:00:51,22.07,22.103,8.047,8.901,8.001,8.55,7.642,7.064,7.236,7.193
17728,1/7/2024,13:00:55,22.068,22.103,8.039,8.888,7.998,8.545,7.636,7.062,7.224,7.185
17729,1/7/2024,13:00:59,22.066,22.104,8.043,8.864,7.984,8.543,7.631,7.057,7.224,7.174
17730,1/7/2024,13:01:03,22.065,22.104,8.027,8.839,7.976,8.535,7.621,7.057,7.211,7.169
