Time,Date,Time,TempA,TempB,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
19703,29-06-2024,9:26:39,21.115,21.689,7.648,9.503,8.772,8.712,7.453,7.568,6.77,7.054
19704,29-06-2024,9:26:43,21.119,21.684,7.648,9.5,8.763,8.708,7.45,7.567,6.77,7.055
19705,29-06-2024,9:26:47,21.112,21.685,7.641,9.501,8.768,8.716,7.452,7.562,6.775,7.062
19706,29-06-2024,9:26:51,21.101,21.683,7.647,9.492,8.773,8.706,7.452,7.562,6.77,7.061
19707,29-06-2024,9:26:55,21.094,21.682,7.651,9.511,8.773,8.709,7.457,7.563,6.772,7.062
19708,29-06-2024,9:26:59,21.086,21.676,7.651,9.501,8.779,8.712,7.442,7.569,6.772,7.063
19709,29-06-2024,9:27:03,21.081,21.676,7.639,9.517,8.773,8.711,7.458,7.564,6.771,7.055
19710,29-06-2024,9:27:07,21.063,21.669,7.65,9.511,8.771,8.716,7.451,7.569,6.775,7.063
19711,29-06-2024,9:27:11,21.059,21.669,7.649,9.514,8.777,8.714,7.447,7.564,6.775,7.063
19712,29-06-2024,9:27:15,21.049,21.67,7.655,9.505,8.772,8.715,7.455,7.56,6.774,7.06
19713,29-06-2024,9:27:19,21.042,21.672,7.651,9.507,8.777,8.715,7.451,7.56,6.776,7.059
19714,29-06-2024,9:27:23,21.039,21.666,7.644,9.509,8.782,8.718,7.453,7.566,6.772,7.061
19715,29-06-2024,9:27:27,21.038,21.65,7.643,9.509,8.77,8.719,7.459,7.567,6.777,7.065
19716,29-06-2024,9:27:31,21.038,21.643,7.651,9.501,8.773,8.713,7.463,7.57,6.778,7.069
19717,29-06-2024,9:27:35,21.02,21.646,7.645,9.52,8.78,8.71,7.452,7.568,6.774,7.06
19718,29-06-2024,9:27:39,21.003,21.647,7.66,9.518,8.782,8.724,7.452,7.566,6.774,7.063
19719,29-06-2024,9:27:43,21.007,21.657,7.659,9.513,8.782,8.724,7.459,7.565,6.779,7.065
19720,29-06-2024,9:27:47,21.003,21.658,7.656,9.51,8.784,8.719,7.454,7.554,6.773,7.068
19721,29-06-2024,9:27:51,21.005,21.66,7.648,9.512,8.781,8.717,7.455,7.558,6.778,7.059
19722,29-06-2024,9:27:55,20.999,21.655,7.652,9.512,8.775,8.715,7.44,7.559,6.773,7.069
19723,29-06-2024,9:27:59,20.991,21.651,7.655,9.507,8.783,8.719,7.435,7.562,6.773,7.068
19724,29-06-2024,9:28:03,20.973,21.653,7.649,9.511,8.785,8.717,7.44,7.555,6.772,7.067
19725,29-06-2024,9:28:07,20.956,21.649,7.65,9.515,8.787,8.723,7.448,7.56,6.769,7.07
19726,29-06-2024,9:28:11,20.947,21.648,7.656,9.515,8.779,8.72,7.451,7.559,6.771,7.071
19727,29-06-2024,9:28:15,20.943,21.639,7.653,9.517,8.785,8.727,7.451,7.563,6.776,7.082
19728,29-06-2024,9:28:19,20.935,21.633,7.659,9.516,8.786,8.727,7.458,7.568,6.773,7.077
19729,29-06-2024,9:28:23,20.921,21.63,7.659,9.519,8.794,8.726,7.461,7.563,6.773,7.077
19730,29-06-2024,9:28:27,20.926,21.623,7.662,9.528,8.783,8.722,7.469,7.557,6.78,7.075
19731,29-06-2024,9:28:31,20.935,21.62,7.655,9.514,8.78,8.722,7.457,7.565,6.774,7.074
19732,29-06-2024,9:28:35,20.93,21.616,7.655,9.517,8.784,8.719,7.456,7.567,6.774,7.077
19733,29-06-2024,9:28:39,20.921,21.614,7.661,9.522,8.785,8.719,7.452,7.566,6.773,7.075
19734,29-06-2024,9:28:43,20.914,21.602,7.669,9.516,8.795,8.715,7.463,7.564,6.772,7.077
19735,29-06-2024,9:28:47,20.912,21.598,7.671,9.515,8.795,8.715,7.446,7.563,6.774,7.088
19736,29-06-2024,9:28:51,20.903,21.597,7.658,9.508,8.792,8.72,7.457,7.553,6.77,7.077
19737,29-06-2024,9:28:55,20.9,21.593,7.667,9.511,8.795,8.716,7.439,7.557,6.769,7.075
19738,29-06-2024,9:28:59,20.9,21.59,7.665,9.509,8.785,8.713,7.445,7.561,6.771,7.072
19739,29-06-2024,9:29:03,20.891,21.589,7.662,9.498,8.799,8.722,7.434,7.562,6.762,7.074
19740,29-06-2024,9:29:07,20.861,21.586,7.66,9.507,8.803,8.722,7.405,7.558,6.767,7.071
19741,29-06-2024,9:29:11,20.836,21.584,7.669,9.506,8.804,8.726,7.401,7.557,6.766,7.073
19742,29-06-2024,9:29:15,20.849,21.581,7.664,9.516,8.802,8.722,7.386,7.554,6.762,7.069
19743,29-06-2024,9:29:19,20.831,21.582,7.665,9.5,8.803,8.724,7.398,7.555,6.761,7.068
19744,29-06-2024,9:29:23,20.835,21.581,7.661,9.506,8.799,8.729,7.407,7.557,6.756,7.062
19745,29-06-2024,9:29:27,20.836,21.578,7.675,9.515,8.797,8.725,7.36,7.557,6.752,7.058
19746,29-06-2024,9:29:31,20.835,21.58,7.649,9.511,8.799,8.719,7.365,7.548,6.744,7.055
19747,29-06-2024,9:29:35,20.805,21.578,7.655,9.521,8.805,8.719,7.368,7.552,6.735,7.054
19748,29-06-2024,9:29:39,20.805,21.574,7.657,9.498,8.808,8.724,7.344,7.557,6.739,7.046
19749,29-06-2024,9:29:43,20.802,21.567,7.664,9.499,8.799,8.722,7.35,7.558,6.73,7.044
19750,29-06-2024,9:29:47,20.809,21.566,7.654,9.508,8.804,8.718,7.344,7.552,6.732,7.042
19751,29-06-2024,9:29:51,20.802,21.564,7.65,9.5,8.803,8.718,7.328,7.56,6.724,7.03
19752,29-06-2024,9:29:55,20.789,21.558,7.648,9.494,8.799,8.718,7.335,7.563,6.717,7.026
19753,29-06-2024,9:29:59,20.779,21.556,7.651,9.504,8.795,8.726,7.329,7.558,6.715,7.019
19754,29-06-2024,9:30:03,20.773,21.556,7.648,9.495,8.805,8.716,7.325,7.555,6.715,7.011
19755,29-06-2024,9:30:07,20.76,21.556,7.651,9.492,8.8,8.722,7.324,7.554,6.71,7.007
19756,29-06-2024,9:30:11,20.736,21.552,7.655,9.504,8.802,8.73,7.321,7.558,6.708,7.004
19757,29-06-2024,9:30:15,20.742,21.554,7.634,9.493,8.8,8.722,7.311,7.553,6.699,7.007
19758,29-06-2024,9:30:19,20.736,21.549,7.628,9.501,8.799,8.719,7.281,7.547,6.702,6.95
19759,29-06-2024,9:30:23,20.737,21.55,7.634,9.489,8.8,8.717,7.281,7.549,6.697,6.914
19760,29-06-2024,9:30:27,20.732,21.546,7.635,9.504,8.796,8.719,7.246,7.549,6.695,6.894
19761,29-06-2024,9:30:31,20.714,21.543,7.642,9.492,8.796,8.719,7.227,7.553,6.693,6.894
19762,29-06-2024,9:30:35,20.693,21.538,7.636,9.502,8.808,8.729,7.205,7.546,6.69,6.89
19763,29-06-2024,9:30:39,20.704,21.528,7.635,9.491,8.79,8.717,7.189,7.544,6.687,6.885
19764,29-06-2024,9:30:43,20.702,21.523,7.624,9.47,8.795,8.721,7.196,7.547,6.676,6.885
19765,29-06-2024,9:30:47,20.691,21.524,7.624,9.48,8.79,8.72,7.182,7.549,6.678,6.887
19766,29-06-2024,9:30:51,20.688,21.525,7.624,9.475,8.793,8.721,7.179,7.549,6.674,6.888
19767,29-06-2024,9:30:55,20.686,21.52,7.606,9.489,8.79,8.721,7.169,7.543,6.671,6.89
19768,29-06-2024,9:30:59,20.66,21.519,7.62,9.484,8.794,8.721,7.175,7.547,6.657,6.887
19769,29-06-2024,9:31:03,20.652,21.517,7.61,9.483,8.796,8.723,7.163,7.551,6.661,6.887
19770,29-06-2024,9:31:07,20.662,21.513,7.609,9.467,8.784,8.725,7.155,7.544,6.653,6.886
19771,29-06-2024,9:31:11,20.654,21.511,7.606,9.474,8.795,8.722,7.139,7.552,6.655,6.89
19772,29-06-2024,9:31:15,20.648,21.511,7.599,9.461,8.785,8.716,7.117,7.548,6.651,6.872
19773,29-06-2024,9:31:19,20.625,21.506,7.594,9.468,8.788,8.724,7.11,7.542,6.644,6.871
19774,29-06-2024,9:31:23,20.615,21.511,7.591,9.483,8.792,8.725,7.108,7.544,6.643,6.868
19775,29-06-2024,9:31:27,20.628,21.506,7.59,9.469,8.787,8.72,7.094,7.54,6.631,6.859
19776,29-06-2024,9:31:31,20.632,21.503,7.582,9.473,8.787,8.713,7.091,7.539,6.624,6.836
19777,29-06-2024,9:31:35,20.624,21.5,7.58,9.469,8.781,8.723,7.085,7.541,6.617,6.835
19778,29-06-2024,9:31:39,20.619,21.488,7.58,9.459,8.78,8.714,7.077,7.539,6.62,6.828
19779,29-06-2024,9:31:43,20.607,21.482,7.573,9.462,8.781,8.721,7.063,7.539,6.614,6.824
19780,29-06-2024,9:31:47,20.599,21.478,7.567,9.454,8.776,8.711,7.065,7.539,6.608,6.831
19781,29-06-2024,9:31:51,20.598,21.478,7.573,9.463,8.774,8.715,7.058,7.545,6.601,6.832
19782,29-06-2024,9:31:55,20.586,21.48,7.57,9.463,8.786,8.72,7.049,7.542,6.592,6.832
19783,29-06-2024,9:31:59,20.578,21.478,7.566,9.46,8.779,8.718,7.029,7.537,6.583,6.827
19784,29-06-2024,9:32:03,20.563,21.482,7.553,9.467,8.789,8.716,7.015,7.542,6.57,6.838
19785,29-06-2024,9:32:07,20.562,21.476,7.559,9.461,8.778,8.718,7.015,7.54,6.554,6.834
19786,29-06-2024,9:32:11,20.564,21.474,7.547,9.447,8.781,8.712,7.019,7.537,6.554,6.823
19787,29-06-2024,9:32:15,20.555,21.467,7.549,9.454,8.776,8.716,6.988,7.534,6.552,6.822
19788,29-06-2024,9:32:19,20.539,21.458,7.551,9.459,8.776,8.714,6.98,7.539,6.543,6.812
19789,29-06-2024,9:32:23,20.509,21.457,7.549,9.458,8.774,8.725,6.951,7.539,6.535,6.816
19790,29-06-2024,9:32:27,20.52,21.452,7.55,9.457,8.778,8.722,6.966,7.529,6.533,6.808
19791,29-06-2024,9:32:31,20.523,21.447,7.529,9.448,8.769,8.719,6.95,7.531,6.535,6.813
19792,29-06-2024,9:32:35,20.518,21.449,7.533,9.43,8.764,8.719,6.954,7.532,6.531,6.811
19793,29-06-2024,9:32:39,20.514,21.445,7.541,9.439,8.765,8.72,6.949,7.536,6.527,6.809
19794,29-06-2024,9:32:43,20.508,21.449,7.529,9.446,8.759,8.714,6.942,7.531,6.529,6.803
19795,29-06-2024,9:32:47,20.491,21.449,7.528,9.439,8.766,8.724,6.93,7.529,6.518,6.805
19796,29-06-2024,9:32:51,20.498,21.449,7.525,9.426,8.762,8.723,6.924,7.532,6.514,6.802
19797,29-06-2024,9:32:55,20.492,21.448,7.524,9.436,8.774,8.717,6.92,7.528,6.507,6.8
19798,29-06-2024,9:32:59,20.477,21.447,7.519,9.444,8.767,8.722,6.908,7.532,6.508,6.793
19799,29-06-2024,9:33:03,20.474,21.443,7.521,9.436,8.759,8.72,6.9,7.52,6.507,6.787
19800,29-06-2024,9:33:07,20.461,21.442,7.515,9.428,8.754,8.721,6.886,7.527,6.506,6.792
19801,29-06-2024,9:33:11,20.454,21.437,7.517,9.437,8.762,8.721,6.876,7.529,6.498,6.781
19802,29-06-2024,9:33:15,20.446,21.428,7.51,9.432,8.764,8.716,6.865,7.525,6.498,6.77
19803,29-06-2024,9:33:19,20.426,21.426,7.499,9.424,8.769,8.728,6.857,7.521,6.486,6.764
19804,29-06-2024,9:33:23,20.439,21.424,7.494,9.433,8.76,8.728,6.847,7.523,6.49,6.75
19805,29-06-2024,9:33:27,20.439,21.415,7.486,9.424,8.762,8.725,6.848,7.534,6.485,6.747
19806,29-06-2024,9:33:31,20.436,21.412,7.473,9.43,8.751,8.717,6.841,7.524,6.473,6.746
19807,29-06-2024,9:33:35,20.429,21.406,7.469,9.422,8.748,8.723,6.862,7.524,6.484,6.742
19808,29-06-2024,9:33:39,20.402,21.403,7.462,9.418,8.755,8.728,6.85,7.526,6.47,6.742
19809,29-06-2024,9:33:43,20.4,21.399,7.468,9.42,8.746,8.735,6.871,7.525,6.468,6.74
19810,29-06-2024,9:33:47,20.404,21.395,7.462,9.415,8.745,8.729,6.873,7.517,6.47,6.747
19811,29-06-2024,9:33:51,20.399,21.39,7.455,9.411,8.74,8.731,6.875,7.52,6.462,6.744
19812,29-06-2024,9:33:55,20.39,21.39,7.449,9.408,8.735,8.734,6.895,7.523,6.463,6.742
19813,29-06-2024,9:33:59,20.385,21.389,7.467,9.407,8.738,8.734,6.889,7.521,6.463,6.747
19814,29-06-2024,9:34:03,20.378,21.38,7.46,9.42,8.729,8.732,6.899,7.514,6.46,6.75
19815,29-06-2024,9:34:07,20.374,21.376,7.462,9.408,8.729,8.74,6.901,7.521,6.46,6.749
19816,29-06-2024,9:34:11,20.363,21.37,7.47,9.419,8.732,8.735,6.902,7.52,6.461,6.759
19817,29-06-2024,9:34:15,20.36,21.358,7.465,9.406,8.729,8.743,6.913,7.527,6.463,6.755
19818,29-06-2024,9:34:19,20.344,21.336,7.48,9.414,8.736,8.745,6.923,7.529,6.468,6.762
19819,29-06-2024,9:34:23,20.342,21.332,7.481,9.423,8.733,8.748,6.93,7.523,6.466,6.758
19820,29-06-2024,9:34:27,20.343,21.333,7.486,9.42,8.729,8.752,6.93,7.524,6.464,6.759
19821,29-06-2024,9:34:31,20.33,21.329,7.489,9.426,8.729,8.753,6.943,7.529,6.462,6.757
19822,29-06-2024,9:34:35,20.327,21.328,7.493,9.42,8.73,8.753,6.946,7.528,6.463,6.76
19823,29-06-2024,9:34:39,20.329,21.328,7.502,9.419,8.728,8.762,6.951,7.525,6.466,6.762
19824,29-06-2024,9:34:43,20.324,21.333,7.509,9.421,8.738,8.758,6.951,7.523,6.469,6.764
19825,29-06-2024,9:34:47,20.307,21.33,7.524,9.425,8.735,8.763,6.961,7.518,6.475,6.772
19826,29-06-2024,9:34:51,20.309,21.331,7.518,9.426,8.738,8.764,6.96,7.52,6.472,6.77
19827,29-06-2024,9:34:55,20.305,21.336,7.524,9.436,8.742,8.769,6.956,7.517,6.473,6.769
19828,29-06-2024,9:34:59,20.29,21.333,7.537,9.431,8.744,8.769,6.956,7.521,6.475,6.773
19829,29-06-2024,9:35:03,20.281,21.331,7.547,9.447,8.746,8.773,6.969,7.521,6.479,6.773
19830,29-06-2024,9:35:07,20.277,21.327,7.542,9.445,8.748,8.779,6.98,7.516,6.482,6.777
19831,29-06-2024,9:35:11,20.278,21.325,7.545,9.445,8.748,8.769,6.992,7.513,6.479,6.781
19832,29-06-2024,9:35:15,20.264,21.318,7.572,9.454,8.754,8.777,6.993,7.519,6.485,6.781
19833,29-06-2024,9:35:19,20.26,21.312,7.565,9.443,8.749,8.778,7.013,7.522,6.487,6.784
19834,29-06-2024,9:35:23,20.251,21.304,7.569,9.448,8.756,8.784,7.025,7.521,6.49,6.789
19835,29-06-2024,9:35:27,20.255,21.291,7.575,9.456,8.758,8.779,7.05,7.524,6.498,6.791
19836,29-06-2024,9:35:31,20.245,21.282,7.59,9.45,8.76,8.784,7.047,7.529,6.494,6.79
19837,29-06-2024,9:35:35,20.235,21.28,7.588,9.451,8.766,8.787,7.045,7.525,6.494,6.79
19838,29-06-2024,9:35:39,20.225,21.284,7.603,9.453,8.769,8.789,7.034,7.526,6.496,6.792
19839,29-06-2024,9:35:43,20.23,21.289,7.606,9.464,8.766,8.784,7.05,7.526,6.497,6.788
19840,29-06-2024,9:35:47,20.215,21.291,7.61,9.461,8.777,8.792,7.053,7.522,6.495,6.79
19841,29-06-2024,9:35:51,20.228,21.287,7.613,9.461,8.771,8.783,7.066,7.536,6.506,6.795
19842,29-06-2024,9:35:55,20.218,21.282,7.62,9.461,8.775,8.794,7.074,7.524,6.505,6.791
19843,29-06-2024,9:35:59,20.206,21.279,7.625,9.459,8.779,8.79,7.065,7.532,6.515,6.801
19844,29-06-2024,9:36:03,20.207,21.265,7.625,9.471,8.781,8.794,7.086,7.532,6.518,6.803
19845,29-06-2024,9:36:07,20.207,21.248,7.639,9.47,8.776,8.791,7.087,7.529,6.511,6.811
19846,29-06-2024,9:36:11,20.204,21.236,7.632,9.458,8.785,8.8,7.102,7.533,6.52,6.81
19847,29-06-2024,9:36:15,20.192,21.235,7.634,9.475,8.786,8.798,7.106,7.533,6.523,6.814
19848,29-06-2024,9:36:19,20.182,21.234,7.645,9.482,8.791,8.804,7.111,7.536,6.529,6.824
19849,29-06-2024,9:36:23,20.178,21.234,7.657,9.478,8.791,8.798,7.116,7.534,6.531,6.829
19850,29-06-2024,9:36:27,20.173,21.227,7.65,9.487,8.795,8.804,7.121,7.534,6.532,6.837
19851,29-06-2024,9:36:31,20.168,21.217,7.671,9.483,8.8,8.805,7.124,7.541,6.533,6.855
19852,29-06-2024,9:36:35,20.161,21.201,7.668,9.479,8.8,8.807,7.138,7.545,6.545,6.857
19853,29-06-2024,9:36:39,20.148,21.202,7.663,9.493,8.811,8.802,7.131,7.542,6.546,6.853
19854,29-06-2024,9:36:43,20.139,21.204,7.676,9.49,8.811,8.812,7.133,7.54,6.54,6.849
19855,29-06-2024,9:36:47,20.137,21.207,7.671,9.493,8.812,8.81,7.137,7.543,6.545,6.852
19856,29-06-2024,9:36:51,20.133,21.205,7.684,9.507,8.813,8.811,7.155,7.54,6.544,6.856
19857,29-06-2024,9:36:55,20.127,21.208,7.682,9.491,8.809,8.808,7.159,7.539,6.551,6.86
19858,29-06-2024,9:36:59,20.128,21.186,7.687,9.492,8.818,8.809,7.154,7.547,6.564,6.862
19859,29-06-2024,9:37:03,20.12,21.173,7.691,9.506,8.823,8.814,7.16,7.55,6.558,6.866
19860,29-06-2024,9:37:07,20.104,21.164,7.699,9.498,8.823,8.821,7.17,7.548,6.564,6.869
19861,29-06-2024,9:37:11,20.104,21.165,7.699,9.503,8.83,8.816,7.182,7.544,6.565,6.876
19862,29-06-2024,9:37:15,20.1,21.174,7.704,9.508,8.827,8.821,7.196,7.544,6.558,6.871
19863,29-06-2024,9:37:19,20.096,21.179,7.701,9.516,8.836,8.817,7.198,7.54,6.564,6.867
19864,29-06-2024,9:37:23,20.074,21.181,7.709,9.53,8.837,8.823,7.204,7.548,6.571,6.876
19865,29-06-2024,9:37:27,20.079,21.179,7.707,9.531,8.831,8.825,7.207,7.541,6.579,6.874
19866,29-06-2024,9:37:31,20.07,21.174,7.72,9.528,8.834,8.823,7.205,7.539,6.58,6.879
19867,29-06-2024,9:37:35,20.059,21.169,7.719,9.527,8.837,8.821,7.214,7.538,6.587,6.876
19868,29-06-2024,9:37:39,20.052,21.165,7.716,9.544,8.846,8.828,7.225,7.545,6.578,6.885
19869,29-06-2024,9:37:43,20.049,21.162,7.721,9.534,8.843,8.832,7.231,7.542,6.579,6.889
19870,29-06-2024,9:37:47,20.049,21.159,7.722,9.542,8.849,8.828,7.231,7.546,6.586,6.886
19871,29-06-2024,9:37:51,20.045,21.157,7.718,9.53,8.846,8.83,7.237,7.545,6.588,6.89
19872,29-06-2024,9:37:55,20.041,21.155,7.721,9.54,8.848,8.831,7.233,7.545,6.588,6.886
19873,29-06-2024,9:37:59,20.013,21.158,7.727,9.549,8.861,8.843,7.235,7.546,6.593,6.887
19874,29-06-2024,9:38:03,20.028,21.154,7.735,9.545,8.852,8.834,7.244,7.544,6.585,6.887
19875,29-06-2024,9:38:07,20.022,21.153,7.738,9.55,8.857,8.834,7.246,7.546,6.591,6.89
19876,29-06-2024,9:38:11,20.021,21.152,7.734,9.548,8.858,8.836,7.241,7.544,6.59,6.897
19877,29-06-2024,9:38:15,20.013,21.147,7.731,9.546,8.864,8.834,7.244,7.545,6.593,6.894
19878,29-06-2024,9:38:19,20.006,21.145,7.732,9.557,8.866,8.834,7.262,7.552,6.592,6.898
19879,29-06-2024,9:38:23,20.009,21.146,7.739,9.554,8.856,8.831,7.262,7.544,6.593,6.905
19880,29-06-2024,9:38:27,19.994,21.143,7.745,9.557,8.862,8.835,7.264,7.545,6.601,6.904
19881,29-06-2024,9:38:31,19.988,21.138,7.752,9.557,8.87,8.839,7.263,7.548,6.612,6.9
19882,29-06-2024,9:38:35,19.974,21.132,7.746,9.557,8.866,8.834,7.278,7.543,6.613,6.907
19883,29-06-2024,9:38:39,19.968,21.134,7.756,9.564,8.878,8.836,7.274,7.547,6.616,6.913
19884,29-06-2024,9:38:43,19.972,21.127,7.751,9.562,8.876,8.842,7.269,7.546,6.622,6.913
19885,29-06-2024,9:38:47,19.973,21.118,7.745,9.558,8.876,8.845,7.291,7.556,6.626,6.916
19886,29-06-2024,9:38:51,19.958,21.108,7.748,9.563,8.879,8.842,7.294,7.554,6.624,6.919
19887,29-06-2024,9:38:55,19.964,21.105,7.754,9.552,8.878,8.845,7.303,7.556,6.626,6.923
19888,29-06-2024,9:38:59,19.958,21.108,7.759,9.565,8.88,8.843,7.311,7.553,6.628,6.925
19889,29-06-2024,9:39:03,19.943,21.113,7.752,9.574,8.88,8.843,7.315,7.555,6.628,6.922
19890,29-06-2024,9:39:07,19.938,21.111,7.765,9.564,8.882,8.843,7.31,7.556,6.63,6.925
19891,29-06-2024,9:39:11,19.933,21.111,7.764,9.572,8.878,8.852,7.317,7.552,6.63,6.933
19892,29-06-2024,9:39:15,19.925,21.106,7.752,9.564,8.888,8.847,7.322,7.554,6.633,6.935
19893,29-06-2024,9:39:19,19.915,21.099,7.764,9.577,8.89,8.857,7.322,7.55,6.639,6.944
19894,29-06-2024,9:39:23,19.919,21.097,7.768,9.571,8.888,8.85,7.328,7.549,6.635,6.937
19895,29-06-2024,9:39:27,19.915,21.092,7.769,9.581,8.893,8.849,7.331,7.557,6.639,6.937
19896,29-06-2024,9:39:31,19.914,21.093,7.77,9.576,8.892,8.852,7.328,7.559,6.642,6.937
19897,29-06-2024,9:39:35,19.905,21.094,7.768,9.587,8.894,8.847,7.347,7.555,6.643,6.938
19898,29-06-2024,9:39:39,19.897,21.097,7.775,9.583,8.896,8.851,7.334,7.558,6.647,6.942
19899,29-06-2024,9:39:43,19.887,21.094,7.768,9.586,8.897,8.852,7.349,7.548,6.649,6.944
19900,29-06-2024,9:39:47,19.886,21.088,7.771,9.58,8.898,8.855,7.35,7.556,6.649,6.943
19901,29-06-2024,9:39:51,19.885,21.088,7.769,9.597,8.896,8.852,7.359,7.558,6.647,6.945
19902,29-06-2024,9:39:55,19.877,21.084,7.767,9.602,8.896,8.858,7.351,7.555,6.653,6.947
19903,29-06-2024,9:39:59,19.868,21.081,7.778,9.594,8.897,8.857,7.369,7.55,6.655,6.955
19904,29-06-2024,9:40:03,19.864,21.079,7.773,9.592,8.901,8.864,7.364,7.552,6.66,6.954
19905,29-06-2024,9:40:07,19.863,21.072,7.776,9.592,8.906,8.864,7.374,7.554,6.66,6.95
19906,29-06-2024,9:40:11,19.851,21.073,7.776,9.607,8.907,8.859,7.375,7.556,6.658,6.957
19907,29-06-2024,9:40:15,19.819,21.072,7.787,9.598,8.915,8.864,7.375,7.551,6.656,6.955
19908,29-06-2024,9:40:19,19.823,21.073,7.785,9.613,8.914,8.871,7.365,7.553,6.659,6.958
19909,29-06-2024,9:40:23,19.827,21.073,7.778,9.602,8.913,8.863,7.375,7.556,6.658,6.96
19910,29-06-2024,9:40:27,19.812,21.069,7.79,9.6,8.913,8.868,7.371,7.552,6.655,6.961
19911,29-06-2024,9:40:31,19.812,21.069,7.79,9.611,8.915,8.868,7.374,7.554,6.664,6.962
19912,29-06-2024,9:40:35,19.817,21.059,7.792,9.607,8.909,8.869,7.384,7.562,6.667,6.964
19913,29-06-2024,9:40:39,19.809,21.047,7.795,9.617,8.91,8.867,7.384,7.554,6.663,6.972
19914,29-06-2024,9:40:43,19.8,21.044,7.79,9.621,8.921,8.869,7.387,7.555,6.664,6.968
19915,29-06-2024,9:40:47,19.785,21.041,7.802,9.627,8.926,8.873,7.404,7.554,6.664,6.967
19916,29-06-2024,9:40:51,19.769,21.039,7.805,9.631,8.928,8.877,7.4,7.553,6.669,6.973
19917,29-06-2024,9:40:55,19.753,21.029,7.802,9.634,8.926,8.876,7.409,7.558,6.683,6.974
19918,29-06-2024,9:40:59,19.737,21.022,7.798,9.64,8.928,8.883,7.398,7.559,6.682,6.981
19919,29-06-2024,9:41:03,19.737,21.024,7.809,9.634,8.933,8.884,7.409,7.557,6.685,6.986
19920,29-06-2024,9:41:07,19.741,21.028,7.81,9.632,8.926,8.88,7.414,7.563,6.692,6.98
19921,29-06-2024,9:41:11,19.743,21.025,7.796,9.631,8.927,8.879,7.413,7.553,6.689,6.984
19922,29-06-2024,9:41:15,19.746,21.008,7.804,9.633,8.931,8.88,7.418,7.558,6.69,6.988
19923,29-06-2024,9:41:19,19.74,21.007,7.804,9.638,8.928,8.882,7.432,7.561,6.693,6.991
19924,29-06-2024,9:41:23,19.729,20.999,7.803,9.634,8.933,8.884,7.452,7.564,6.692,6.996
19925,29-06-2024,9:41:27,19.712,21.001,7.798,9.647,8.932,8.884,7.437,7.561,6.686,6.989
19926,29-06-2024,9:41:31,19.719,21,7.8,9.648,8.938,8.884,7.435,7.565,6.688,6.994
19927,29-06-2024,9:41:35,19.735,20.998,7.809,9.648,8.937,8.875,7.457,7.562,6.682,6.998
19928,29-06-2024,9:41:39,19.73,20.997,7.809,9.638,8.931,8.88,7.459,7.565,6.689,7
19929,29-06-2024,9:41:43,19.727,21,7.797,9.641,8.928,8.882,7.469,7.563,6.689,7.003
19930,29-06-2024,9:41:47,19.728,20.999,7.797,9.64,8.93,8.878,7.466,7.564,6.693,7.004
19931,29-06-2024,9:41:51,19.724,20.994,7.818,9.646,8.932,8.875,7.464,7.561,6.699,7.002
19932,29-06-2024,9:41:55,19.709,20.993,7.814,9.644,8.936,8.881,7.465,7.561,6.693,7
19933,29-06-2024,9:41:59,19.709,20.994,7.811,9.637,8.935,8.873,7.482,7.56,6.697,7
19934,29-06-2024,9:42:03,19.71,20.993,7.813,9.639,8.931,8.876,7.467,7.565,6.696,7.004
19935,29-06-2024,9:42:07,19.701,20.992,7.804,9.646,8.936,8.879,7.477,7.557,6.707,7.003
19936,29-06-2024,9:42:11,19.695,20.988,7.805,9.645,8.938,8.884,7.488,7.56,6.702,7.013
19937,29-06-2024,9:42:15,19.694,20.974,7.809,9.652,8.941,8.881,7.494,7.565,6.709,7.014
19938,29-06-2024,9:42:19,19.683,20.965,7.821,9.649,8.939,8.881,7.499,7.567,6.713,7.018
19939,29-06-2024,9:42:23,19.687,20.96,7.81,9.66,8.937,8.882,7.498,7.564,6.714,7.017
19940,29-06-2024,9:42:27,19.683,20.96,7.805,9.653,8.938,8.881,7.503,7.563,6.728,7.01
19941,29-06-2024,9:42:31,19.678,20.958,7.814,9.662,8.944,8.882,7.501,7.565,6.721,7.017
19942,29-06-2024,9:42:35,19.67,20.962,7.815,9.664,8.936,8.883,7.506,7.568,6.724,7.011
19943,29-06-2024,9:42:39,19.665,20.963,7.812,9.669,8.943,8.894,7.496,7.563,6.723,7.014
19944,29-06-2024,9:42:43,19.653,20.955,7.812,9.653,8.946,8.89,7.502,7.562,6.729,7.021
19945,29-06-2024,9:42:47,19.646,20.955,7.82,9.663,8.946,8.895,7.499,7.567,6.727,7.023
19946,29-06-2024,9:42:51,19.647,20.949,7.811,9.677,8.944,8.893,7.5,7.565,6.731,7.023
19947,29-06-2024,9:42:55,19.645,20.948,7.821,9.686,8.945,8.888,7.51,7.569,6.728,7.023
19948,29-06-2024,9:42:59,19.644,20.949,7.815,9.675,8.948,8.893,7.526,7.57,6.73,7.023
19949,29-06-2024,9:43:03,19.634,20.948,7.818,9.688,8.944,8.891,7.507,7.571,6.73,7.026
19950,29-06-2024,9:43:07,19.633,20.943,7.815,9.692,8.953,8.896,7.519,7.57,6.735,7.024
19951,29-06-2024,9:43:11,19.631,20.945,7.833,9.688,8.95,8.892,7.519,7.567,6.735,7.032
